index;course_title;views;last_viewed
1826;Learn Oud 1 (No Prior Music Knowledge Required!);0;
1827;Instant Harmonica - play Dylan's Blowing in the Wind today!;0;
1828;Improvise On The Piano In 30 Minutes;0;
1829;Cajon Step-by-Step: Beginner > Intermediate > Advanced;0;
1830;Blues Guitar Lessons - Volume 2 - Slow Blues Essentials;0;
1831;Instant Harmonica - play the gorgeous Skye Boat Song now!;0;
1832;Learn to Play Trombone: Go From Beginner to Pro in No Time!;0;
1833;FingerstyleGuitar by Jacques Stotzem - Basic Level;0;
1834;Instant Harmonica - play two Star Wars themes in 30 minutes ;0;
1835;Play Piano To-day! - Beginner Piano Lessons For Busy People!;0;
1836;Learn to Play the Flute: Beginner to Pro in Under Five Hours;0;
1837;Play Piano 7: Improvise on For All We Know in F Key by Ear;0;
1838;World's Fastest Piano Method - The Piano Revolution!;0;
1839;Learn to Play the Trumpet: Beginner to Pro Made the Easy Way;0;
1840;Learn to Play Clarinet: Beginner to Pro in Under Five Hours;0;
1841;Learn To Play The Piano Using Pop, R&B and Gospel Chords;0;
1842;Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key;0;
1843;Worship Piano: From Beginner to Pro;0;
1844;Easy to play Christmas Songs for Guitar;0;
1845;Ultimate Blues Guitar Beginner Lessons;0;
1846;How to Play Piano - Your First Lesson!;0;
1847;Playing Piano : Reading and Playing Classical Tunes Vol.I;0;
1848;Blues School! A Course For Beginners in Blues Piano & Improv;0;
1849;Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells;0;
1850;31 Day Guitar Challenge;0;
1851;Percussive Fingerstyle Guitar;0;
1852;Learn to Play Saxophone: Beginner to Pro in Under Four Hours;0;
1853;Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ;0;
1854;Guitar Insanity Workout - Eatmystrings!;0;
1855;Playing Piano:  Play Chords and Popular Pieces Vol.I;0;
1856;Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi;0;
1857;Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs;0;
1858;Guitar Fretboard Mastery for the Blues Guitarist;0;
1859;Quick & Easy Piano Chords: Play more songs with more chords;0;
1860;Instant Harmonica - play Scarborough Fair in 8 easy lectures;0;
1861;Piano With Willie: Blues n' Boogie Vol. 2;0;
1862;Have Fun with Beginner Blues Piano;0;
1863;Learn to Play Harp: Beginners Course;0;
1864;Instant Harmonica - play this classic 8 bar blues tune!;0;
1865;Guitar Lessons - Learning The Neck - Fretboard Mastery;0;
1866;Take your double bass drum technique to the next level;0;
1867;How To Play The Cajon: For Beginners;0;
1868;Slide Guitar- Slide Soloing Essentials;0;
1869;Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales;0;
1870;Learn Acoustic Guitar for Worship;0;
1871;Learn 3 - All Time A R Rahman Hits on Carnatic Flute!;0;
1872;Guitar Lessons: The Essential Beginner & Intermediate Course;0;
1873;Instant Harmonica - play the groovy Irish Washerwoman now!;0;
1874;Music Fundamentals: Learn Beatmaking with Pen Tapping;0;
1875;"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""";0;
1876;Beginner Guitar Lessons by Paul Gronow;0;
1877;Guitar Fretboard Secrets;0;
1878;Learn to Play French Horn: Beginner to Pro Made the Easy Way;0;
1879;150 Rock Guitar Licks You MUST Know;0;
1880;Didgeridoo - from zero to HERO! Part One - beginning;0;
1881;Learn Piano Scales: Play any song in any key! Like Pro's do;0;
1882;Instant Harmonica - play the groovy Valens La Bamba now!;0;
1883;Blues Master - Beginner's Techniques Piano Course;0;
1884;How to play Djembe, Drums & Rhythm. Level 2;0;
1885;Instant Harmonica - play Amazing Grace with grace and ease!;0;
1886;Instant Harmonica - play Amazing Grace + Ode to Joy now!;0;
1887;Play Thousands of Songs On The Guitar | Cheater Chords;0;
1888;Piano Improvisation from Day One;0;
1889;Classical Guitar Essentials - The Basics Part 1;0;
1890;Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run;0;
1891;Play all major scales by ear - no notation required!;0;
1892;How to play in a local Irish music session with confidence;0;
1893;The Total Beginner's Guitar Course;0;
1894;Virtual Piano Lessons - A New Way To Learn Piano;0;
1895;16 Guitar Chords to Jam With - (Beginner - Intermediate);0;
1896;Free Beginner Electric Guitar Lessons;0;
1897;101 Awesome Rockabilly Guitar Licks;0;
1898;A beginner`s guide to fingerpicking and strumming guitar';0;
1899;Instant Harmonica - Basic 12 Bar Blues course, easy and fun!;0;
1900;Your First Course on Piano;0;
1901;Acoustic Guitar Basics;0;
1902;Cracking the Violin Code!;0;
1903;"Instant Bodhran - part one; learn the basics of drumming now";0;
1904;Play The Piano By Ear | Master Class, Learn By Doing;0;
1905;Discover Classical Guitar Level 2   ;0;
1906;Fingerpicking Classics - Great songs played fingerstyle!;0;
1907;6 Must Know Tricks to Successful Solos;0;
1908;CAGED System for Guitar (Guitar Lessons from Lutz Academy);0;
1909;Learn the Violin - No Music Experience Necessary!;0;
1910;Your Second Course on Piano: Two Handed Playing;0;
1911;How to Design Your Own Guitar;0;
1912;How To Play Blues Guitar - Broonzy & McGhee Blues Lessons;0;
1913;Play Sonny Terry style on Harmonica and dazzle your friends!;0;
1914;Blues and Advanced Guitar Lessons;0;
1915;Learn basics of South Indian Carnatic Flute Step by Step ;0;
1916;Basic Piano Hymn Playing;0;
1917;#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs;0;
1918;Piano Music Theory (Back To Basics) by JFilt;0;
1919;Guitar - 12  Strumming Patterns You Must Know For Guitar;0;
1920;Guitar Lessons for complete beginners - super simple and fun;0;
1921;CAGED Pentatonic System for Guitar - Level 3;0;
1922;Classical Guitar Essentials - The Basics Part 2;0;
1923;Introduction to Piano - By PGN Piano!;0;
1924;Keyboard Instruments - Read Sheet Music for Piano Fast!;0;
1925;How to Play the Guitar: Your 30-Day Guide to Learn Guitar;0;
1926;Drumming Accelerator: How To Get The Best Start Possible;0;
1927;Play Piano 4: Improvise on popular song Yesterday chords;0;
1928;Beginner's Guitar Lessons - Crash Course for Busy Adults;0;
1929;Getting Started with the Guitar in 5 Days;0;
1930;Guitar Lessons - String Bending And Vibrato Essentials;0;
1931;Piano With Willie: Blues n' Boogie Vol. 1;0;
1932;Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs;0;
1933;Chugging - it don't mean a thing if it ain't got that swing!;0;
1934;Make Your Own Ukulele;0;
1935;Beginner Violin 101: Care, Maintenance, and the Right Gear;0;
1936;Learn How To Play 25 Classic Hip Hop Songs;0;
1937;Learn Beethoven's Fur Elise on Piano;0;
1938;Play Violin and Fiddle for beginners - it's fun  - Course 1;0;
1939;Piano With Willie Building Technique with Scales Vol. 1;0;
1940;Christmas Piano Songs For The Very Beginner Vol. I;0;
1941;Introduction to Gypsy Jazz Guitar;0;
1942;Learn How to Play Blues, Rock, & Boogie Woogie Piano Today;0;
1943;The Piano Chord Ladder | Learn to Play Thousands of Songs;0;
1944;Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords;0;
1945;Playing Piano: Scales and Arpeggios Vol.I : Major keys;0;
1946;Drumming for Beginners - Simple Way To Learn How To Drum;0;
1947;Get great playing HARMONICA - a fun new leisure time hobby !;0;
1948;Fingerstyle Guitar Mastery: 3 Techniques You Need To Know;0;
1949;Play Piano 3: Improvise Chords to Enchanted Evening by Ear;0;
1950;Jazz Guitar Tips, Tricks and Licks;0;
1951;Piano From Zero To Pro - Beginner Essentials To The Piano;0;
1952;Piano: Learn 48 chords in 1 hour,  and always remember how;0;
1953;Walking Bass - Quick Start Guide;0;
1954;Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1);0;
1955;Blues Bass - Quick Start Guide;0;
1956;How to speak Pianish (beginner level);0;
1957;Gospel Piano Essentials;0;
1958;Instant Harmonica - play Leonard Cohen's Hallelujah now!;0;
1959;Guitar Crash Course (No Experience Necessary);0;
1960;Beginner Guitar Lessons - Your Complete Foundation Course;0;
1961;Piano Building Blocks: Learn the 24 Most Common Chords;0;
1962;Learn to Play the Oboe: Beginner to Pro in Under Four Hours;0;
1963;Playing Piano By Ear: Complete Guide for Aspiring Musicians;0;
1964;Discover the fun of Spoon playing, a beginners course;0;
1965;Country Guitar Fundamentals;0;
1966;Discover Classical Guitar Level 1;0;
1967;PI-101 Top 10 Classical Piano Pieces for Beginners;0;
1968;Get started playing blues harmonica;0;
1969;Rockabilly Guitar For Beginners;0;
1970;Beginner Piano;0;
1971;Step by Step Tabla Course- Indian Drums;0;
1972;Play Piano 6 -Improvise on The Way We Were with Power Chords;0;
1973;101 Blues riffs - learn how the harmonica superstars do it;0;
1974;Learn To Play The Drums;0;
1975;Guitar: Master The Guitar Fretboard In 6 Easy Steps;0;
1976;Play Piano in 30 Days! - Start Playing NOW!;0;
1977;Curso de Didgeridoo nivel principiante;0;
1978;ブルースギター入門;0;
1979;Pianoforall - Incredible New Way To Learn Piano & Keyboard;0;
1980;The Professional Guitar Masterclass;0;
1981;Modern Rock Guitar Techniques;0;
1982;Complete Guitar System - Beginner to Advanced;0;
1983;Guitar Super System Level 1;0;
1984;How to play Piano - Go from a Beginner/Intermediate to a Pro;0;
1985;Guitar Super System Level 2;0;
1986;LEARN HARMONICA, amaze your friends and have fun - it's easy;0;
1987;The Complete Piano & Music Theory Beginners Course;0;
1988;Ultimate Beginner Guitar Masterclass;0;
1989;Quicklessons Piano Course - Learn to Play Piano by Ear!;0;
1990;"Learn guitar the Right way! Complete 'KickStarter course""";0;
1991;CAGED Pentatonic System for Guitar - Level 1;0;
1992;CAGED Pentatonic System for Guitar - Level 2;0;
1993;Learn to Play Piano From a Concert Pianist - For Beginners;0;
1994;#12 Hand Coordination: Let your Hands dance with Ballad 9;0;
1995;How To Make Money With A Cover Band;0;
1996;How To Play Guitar - For Absolute Beginners;0;
1997;Learn How to Improvise on Guitar in 30 Days;0;
1998;Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise;0;
1999;The Best Beginner Guitar Course Ever;0;
2000;Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion;0;
2001;Guitar: Learn 10 CCR Guitar Chord Progressions;0;
2002;"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""";0;
2003;Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds;0;
2004;Getting Started with Playing Guitar;0;
2005;Piano Playing: Reading and Playing Classical Tunes Vol.II;0;
2006;Harmonica Jamz: The Only Course on Jammin' with Friends;0;
2007;Guitar - Learn 10 Legendary Chord Progressions for Guitar;0;
2008;Guitar - Blues Guitar for Beginners;0;
2009;Electric Guitar for Beginners - RockStarter Level 1;0;
2010;The Circle of Fifths for Guitarists;0;
2011;Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro;0;
2012;Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days;0;
2013;Essential Theory and Technique for Guitar;0;
2014;Piano for Complete Beginners: Learn your first song today!;0;
2015;Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands;0;
2016;Master Class # 11:  Play Piano Techniques Learn Piano 1 to10;0;
2017;Learn all Piano Chords in all Piano Scales with logic;0;
2018;Learn to play the piano or keyboard from scratch;0;
2019;5 Exotic Guitar Scales and How to Use Them Effectively;0;
2020;Learn 4 Chords and Play Thousands of Songs!;0;
2021;#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key;0;
2022;Acoustic Fingerstyle Guitar Course: Beginner to Advanced;0;
2023;Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia;0;
2024;Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords;0;
2025;Best Beginner Guitar Lessons by Sam Lyons;0;
2026;A new approach to piano and playing songs for beginners;0;
2027;Learn Guitar: Zero to Guitar Fingerpicking in 30 days;0;
2028;How to play Contemporary Piano;0;
2029;Piano Technique Exercises Vol.1;0;
2030;Instant Harmonica - Learning the Basic 12 Bar Blues Bassline;0;
2031;#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key;0;
2032;Modern Country Guitar: Technique Booster;0;
2033;Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead;0;
2034;#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key;0;
2035;3 step formula for playing guitar by ear;0;
2036;"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""";0;
2037;Play Piano by Ear Today! SuperCourse;0;
2038;Learn to Read & Write Music to play Piano & more instruments;0;
2039;The Complete Piano Course - Master The Piano;0;
2040;Learn to play your favorite guitar songs by ear;0;
2041;Piano for Singer/Songwriters | Write Songs and Perform Live!;0;
2042;Fun Beginner Ukulele Course;0;
2043;Learn Guitar in 21 Days;0;
2044;Fun Ukulele Strumming Course;0;
2045;The Professional Bass Masterclass;0;
2046;The Allman Brothers Guitar Roots And Techniques;0;
2047;Blues Guitar Fundamentals;0;
2048;#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song;0;
2049;#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4;0;
2050;Beginner Level Popular Piano Program - Month 1;0;
2051;Piano Lessons for the R&B Fan;0;
2052;Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar;0;
2053;Darbuka Drumming: Learn how to play the Darbuka Dounbek;0;
2054;Awesome Lead Guitar 1;0;
2055;The art of piano improvisation;0;
2056;How To Build A Professional Djembe: Create Music Beauty &Biz;0;
2057;Advanced Euphonium Studies - Learn to Master the Euphonium!​;0;
2058;Didgeridoo - from zero to HERO! Part Two. Intermediate.;0;
2059;Fingerstyle Guitar by Jacques Stotzem - Advanced Level;0;
2060;Trumpet Pro Series - You're going to love practicing Trumpet;0;
2061;A Guide to Analog Synths: For the modern EDM enthusiast.;0;
2062;Acoustic Blues Guitar Lessons;0;
2063;Accelerate Your Guitar Learning With Metal Techniques;0;
2064;Beginner Step by Step Keharwa Theka Tabla Course;0;
2065;Just chords Piano: Learn to Play Piano Quickly - No Music;0;
2066;Play Ukulele Now;0;
2067;Acoustic Blues Guitar Lessons;0;
2068;Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs;0;
2069;Play Piano Today - Easy Festive Favorites & Piano Party Hits;0;
2070;The 80/20 Beginner Guitar Course;0;
2071;Drums for Beginners;0;
2072;Digital Pianist Course-Learn Piano & Keyboard Fast & Easy;0;
2073;Learn to play guitar and sing at the same time;0;
2074;Introduction to Ukulele 1;0;
2075;Learn Flute FAST!;0;
2076;Guitar Lessons - Soloing With Arpeggios - Essential Guide ;0;
2077;Piano With Willie: Blues n' Boogie Vol. 3;0;
2078;Instant Harmonica - play The Kesh (pt 1) it's easy and fun!;0;
2079;Piano Lessons For Beginners: Learn Piano Quickly And Easily;0;
2080;The Easy Beginner Drum Course;0;
2081;Instant Harmonica - play Somewhere Over the Rainbow now!;0;
2082;Instant Harmonica - play The Kesh (part 2) - easy and fun!;0;
2083;The 80/20 Guitar: Write Music and Play Guitar in 30 Days;0;
2084;Ukulele 2 : Level 1 KEY OF C AND STRUMS;0;
2085;Guitar for Music Educators: Learning How to Teach Guitar;0;
2086;Piano Tutorial : Ludovico Einaudi - Una Mattina;0;
2087;Guitar Solo - Theory and Improvisation Lessons;0;
2088;Bluegrass Guitar Essentials: Webisodes 3 & 4;0;
2089;Instant Harmonica - play Christmas + Birthday songs now!;0;
2090;Blues Master - Advanced Techniques Piano Course;0;
2091;Bluegrass Guitar Essentials: Webisodes 5 & 6;0;
2092;Trombone Lessons For Beginners;0;
2093;Rhythm to Rock Drum Lesson 6;0;
2094;Flute Pro Series - You're about to love practicing the flute;0;
2095;How To Play Guitar - Everything You Need To Know To Start;0;
2096;Trombone Pro Series - Fall in love with the Trombone;0;
2097;Learn How To Play 25 Classic Hip Hop Songs Ch.2;0;
2098;Learn to play tunes by ear on harmonica - no written music;0;
2099;Fingerpicking for Guitar;0;
2100;Music Theory, Guitar and Ear Training;0;
2101;Piano Unbound. Piano learning method, a course for beginners;0;
2102;Advanced Trombone Studies - Learn to Master the Trombone!;0;
2103;Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!;0;
2104;Piano With Willie: Tritones & Phat Chords;0;
2105;Piano for Kids: Developing Your Child's Creative Abilities;0;
2106;Piano Lessons For The Hip Hop Fan;0;
2107;French Horn Solos: Learn how to Perform Three Fun Pieces!;0;
2108;Bluegrass Guitar Essentials: Webisodes 9 & 10;0;
2109;Clarinet Lessons For Beginners;0;
2110;Play music on Harmonica using 8 notes - learn easy tunes!;0;
2111;Learn Piano Online-A Quiet Solace Piano Solo;0;
2112;Bluegrass Guitar Essentials: Webisodes 7 & 8;0;
2113;The Art of the Blues Shuffle - A Guitarist's Guide;0;
2114;Learn Piano Online-Ambiance Piano Solo;0;
2115;Piano Lessons For Beginners;0;
2116;The Theory & Practice of Modes on the Guitar;0;
2117;Learn How To Play The Trumpet;0;
2118;Violin for Beginners;0;
2119;Beginner Acoustic Guitar Lessons;0;
2120;Aprendiendo Piano: Tocando piezas populares Vol.I;0;
2121;Curso de Bateria - Explorando Diferentes Divisões;0;
2122;Escalas Pentatónicas para guitarristas;0;
2123;Brass Master Class;0;
2124;Enseñando música: mejora tus clases de instrumento ;0;
2125;Ukelele exprés: aprende a tocar en menos de un mes;0;
2126;Curso de Guitarra para Principiantes;0;
2127;Mundharmonika spielen - mein schönstes Hobby;0;
2128;Aprende el acordeón de oído y con técnica –Nivel Intermedio–;0;
2129;Présentation du Banjo Ténor;0;
2130;Aprende a tocar el acordeón de botones;0;
2131;Aprendiendo piano: Lectura de piezas clásicas Vol.I;0;
2132;Pedais de efeito para Contrabaixo;0;
2133;Mantenimiento y octavación para guitarras eléctricas;0;
2134;Aprende a tocar el violín desde cero;0;
2135;Aprende a tocar el teclado como los expertos;0;
2136;Aprende a tocar el saxofón como siempre has querido;0;
2137;Guitarra para principiantes;0;
2138;Aprende a tocar flauta transversal sin complicaciones;0;
2139;Aprende a tocar las escalas en el acordeón de botones.;0;
2140;Curso de Violão Prático;0;
2141;Aprende a tocar percusiones: congas, bongós, maracas y más;0;
2142;Gitarre spielen - mein schönstes Hobby;0;
2143;Aprende a tocar la guitarra acústica como un profesional;0;
2144;Guitar Lesson - Five Steps to Learn Barre Chords;0;
2145;Easy Piano Basics™ - Learn Piano, No Prior Experience Needed;0;
2146;Guitar Technique Mastery: The Ultimate Chop Building Workout;0;
2147;Inside Drum Technique;0;
2148;Learn to Play Tarrega, Bach, and Sor on Classical Guitar;0;
2149;Create Beautiful Music On The Piano Like a Pro In Minutes;0;
2150;Instant Harmonica - play the great Irish tune Molly Malone!;0;
2151;Instant Harmonica - play 'Can't Help Falling in Love' now!;0;
2152;Arpeggios for Guitar made Easy! Dominate the Fretboard;0;
2153;Guitar Lessons - The Modal System - Modes Essentials;0;
2154;Learn to Play Percussion: Beginner to Pro made the Easy Way!;0;
2155;Modern Piano Lessons For Beginners;0;
2156;World Percussion: Complete Lessons for Everyone;0;
2157;Learn Lion (Saroo) Soundtrack On The Piano By Ear;0;
2158;Acoustic Blues Guitar Lessons;0;
2159;Play Guitar and Understand Music Quick & Easy in 28 Days!;0;
2160;Learn How to Play the Violin - Violin Basics;0;
2161;Swing Low - The 101 Authentic Nashville Piano Style Course;0;
2162;Guitar:Play 5 Easy Christmas Chord Progressions On Guitar;0;
2163;Get Piano Skills TODAY!!! ;0;
2164;Learn the Violin - Scales and Fundamentals;0;
2165;Piano With Willie Building Technique with Scales Vol. 2;0;
2166;Master Flute Playing: Intermediate Instruction Made Simple!;0;
2167;How to Sing and Play the Guitar (at the same time);0;
2168;Super Beginner Guitar - start right, start awesome;0;
2169;"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""";0;
2170;Rhythm to Rock Drum Lesson 5;0;
2171;Gibson's Learn & Master Guitar;0;
2172;Master the Trombone: Intermediate Instruction Made Simple!;0;
2173;Walking Bass Fundamentals;0;
2174;Circular Breathing for musicians - practical skills;0;
2175;Electric Bass for Busy Beginners Course 1;0;
2176;Guitar for Absolute Beginners (Class 1);0;
2177;Tenor Banjo for Absolute Beginners;0;
2178;Guitar Lessons - 50 Essential Fast Legato Licks;0;
2179;Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro;0;
2180;Aprende batería con el nuevo método IDT;0;
2181;5 lecciones que todo guitarrista debe tomar;0;
2182;Los 7 Acordes para Tocarlo Todo en un fin de semana;0;
2183;Curso de Violão Popular;0;
2184;Aprendiendo Piano: Ejercicios de calentamiento;0;
2185;Aprendiendo piano: Lectura de piezas clásicas Vol.II;0;
2186;"Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""";0;
2187;Guitarra Desde Cero - PARTE 1;0;
2188;Super-Curso de Guitarra Práctico Para Principiantes;0;
2189;Explosão Pentatônica;0;
2190;Complete Beginners Introduction to Guitar;0;
2191;Learn 10 Scottish Tunes Piano Easy Level;0;
2192;Fingerpicking Fundamentals;0;
2193;Piano With A Pro;0;
2194;Piano Lessons for Beginners: Play the Piano AND Read Music!;0;
2195;Master the Tuba - Intermediate Instruction Made Simple!;0;
2196;The Fun and Effective Piano Course;0;
2197;Advanced Flute Studies - Learn to Master the Flute!​;0;
2198;Alternate Picking Speed & Accuracy;0;
2199;Master the Euphonium with Simple, Intermediate Instruction!;0;
2200;Master the Clarinet: Intermediate Instruction Made Simple!;0;
2201;Advanced Clarinet Studies - Learn to Master the Clarinet!;0;
2202;Aprende a tocar ritmo pop en el piano y teclado;0;
2203;Aprendiendo Piano: Tocando piezas populares Vol.II;0;
2204;Comment jouer du Pianoforte;0;
2205;Aprende a tocar blues en el piano y teclado;0;
2206;ABC DO VIOLÃO E GUITARRA;0;
2207;Suonare la Chitarra;0;
2208;Aprende todos los secretos de la guitarra flamenca;0;
2209;こどもギターレッスン　リトルギタリストⅠ;0;
2210;Aprende cómo tocar el Bajo Sexto;0;
2211;Coach Guitar - Apprendre la GUITARE facile avec des COULEURS;0;
2212;Sistema Completo De Guitarra Rítmica Para Principiantes;0;
2213;Curso de batería online de Patricio Iglesias (Santa Sabina);0;
2214;Learn Piano with Beyer, 15 Minutes Challenge;0;
2215;"Classical Guitar Master Class: 'Alman  """;0;
2216;Blues Accelerator - 21 Days to Blues Guitar Mastery;0;
2217;Alto Saxophone Lessons For Beginners;0;
2218;"Instant Harmonica - Christmas; play Jingle Bells part 2 now!";0;
2219;Piano With Willie: Jazz & Gospel Exercises;0;
2220;Bending the blue notes to give you killer sound on harmonica;0;
2221;Beginner's Guitar: Tuning, Strumming, and Chords!;0;
2222;Instant Harmonica - play The Lion Sleeps Tonight - today!;0;
2223;Piano With Willie Building Technique with Scales Vol. 3;0;
2224;"Instant Bodhran - part two; learning further drumming skills";0;
2225;Guitar Essentials;0;
2226;Rhythm to Rock Drum Lessons;0;
2227;Learn to play and improve 12 bar blues harmonica solos;0;
2228;Learn to improvise on your harmonica - in nice easy steps;0;
2229;Learning Electric Guitar for Absolute Beginners;0;
2230;Advanced Bassoon Studies - Learn to Master the Bassoon!​;0;
2231;Blues Guitar Lessons: Play Like the Greats - All Levels;0;
2232;Instant Harmonica - play Whiskey in the Jar + Molly Malone!;0;
2233;Learn To Play Trumpet Fast Using The Passive Trumpet Tutor;0;
2234;Electric Bass Right From The Start;0;
2235;Beginner Guitar Essentials;0;
2236;Advanced Tuba Studies - Become a Master of the Tuba!​;0;
2237;'Greensleeves' Creative Piano Lessons Course;0;
2238;Rhythm to Rock Drum Lesson 4;0;
2239;Hands On Guitar: Beyond Beginner;0;
2240;Instant harmonica - play Auld Lang Syne the neet (tonight)!;0;
2241;Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment;0;
2242;The Ultimate Method for Learning Modern Piano & Keyboards;0;
2243;Master the Bassoon - Intermediate Instruction Made Simple!;0;
2244;Oboe Pro Series - You're going to love practicing the Oboe;0;
2245;Instant Harmonica - play this classic GAME OF THRONES theme!;0;
2246;Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces;0;
2247;Learn 4 Vital things that will make your DRUM PLAYING EASIER;0;
2248;Sax Solos: Learn how to Perform Three Fun and Unique Pieces!;0;
2249;Traditional-Style Electric Blues Guitar For Beginners;0;
2250;Aprende a tocar los mejores solos en la guitarra eléctrica;0;
2251;Aprende a tocar la guitarra;0;
2252;Aprende a tocar el piano desde cero;0;
2253;Aprende a tocar el clarinete.  ;0;
2254;Ahora aprende a tocar jazz en el piano;0;
2255;こどもギターレッスン　リトルギタリストⅡ;0;
2256;Aprende a tocar el contrabajo sin complicaciones;0;
2257;Aprende a tocar la guitarra eléctrica;0;
2258;Aprende a improvisar en la guitarra eléctrica;0;
2259;Curso de Teclado;0;
2260;Guitarra Acústica en Siete Días;0;
2261;improvisación de Guitarra;0;
2262;Step by Step Classical Guitar Course;0;
2263;Piano With Willie Building Technique with Scales Vol. 4;0;
2264;Back In Black the AC/DC Classic Rock Track;0;
2265;Keyboard Basics;0;
2266;Beginner Guitar Lessons;0;
2267;Guitar Fundamentals for Beginners;0;
2268;Easy Piano - learn and play along;0;
2269;Learn Piano: The Basics of Keyboards;0;
2270;Bassoon Pro Series - You're going to love practicing Bassoon;0;
2271;Acoustic Guitar Lessons For Beginners;0;
2272;Coach Guitar - Amazing New Way To Learn Guitar With Colors;0;
2273;Mastering the Art of Guitar Chords;0;
2274;30 Day Guitar Jump Start for Success;0;
2275;Learn to Play Bassoon: Beginner to Pro in Under Four Hours!;0;
2276;The 7 Day Guitar Method;0;
2277;Instant Harmonica - play Star Wars + the Lion Sleeps now!;0;
2278;Instant harmonica - play Adele's wonderful 'Hello' today!;0;
2279;Guitar Strumming 101 - Have More Fun Playing Songs You Love;0;
2280;Master Oboe Playing: Intermediate Instruction Made Simple!;0;
2281;Drum Set for Beginners;0;
2282;Guitar Lessons - Economy Picking Essentials;0;
2283;Blues Guitar Lessons - Blues Guitar - Robert Johnson;0;
2284;TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills;0;
2285;Learn to Play Irish Fiddle;0;
2286;Hands-On Guitar: The Beginner's Guide;0;
2287;Slap Bass For Beginners;0;
2288;Piano Lessons for Beginners Made Easy;0;
2289;Horn Pro Series - You're going to love playing French Horn;0;
2290;Instant Harmonica - play the Irish tune Whiskey in the Jar!;0;
2291;Didgeridoo - from zero to HERO! Part Three. Advanced level.;0;
2292;Saxophone Pro Series - You're going to love practicing Sax;0;
2293;Easy Piano for Kids - Complete Beginner Piano Course;0;
2294;Guitar Lessons - Two Handed Tapping Essentials;0;
2295;Clarinet Pro Series - Fall in love with the Clarinet;0;
2296;Advanced Trumpet Studies - Learn to Master the Trumpet!​;0;
2297;Poldark TV series Soundtracks for Piano-Quicklessons;0;
2298;Master the Saxophone: Intermediate Instruction Made Simple!;0;
2299;You Can Play Jazz Saxophone;0;
2300;"Improvise Puccini´s 'E Lucevan le Stelle on Piano""";0;
2301;Building Up To Barre Chords;0;
2302;Learn the Violin - Bowing Techniques;0;
2303;Blues Guitar Lessons - Volume 3 - Minor Blues Essentials;0;
2304;Back 2 The Basics;0;
2305;Play the Jews Harp - instant skills for non musicians.;0;
2306;Master Trumpet Playing: Intermediate Instruction Made Simple;0;
2307;Practical Guitar Theory: Level 1;0;
